Line,RECS,UsedAlt_m,GHead_deg,Lat_deg,Lon_deg,Galt_m,Gtm_sec,mereni
900,564,325,173,49.236345,15.971567,908.50,24798,4250.54
900,565,322,174,49.235863,15.971649,908.30,24799,4163.28
900,566,319,174,49.235383,15.971724,908.50,24800,3900.44
900,567,321,174,49.234903,15.971789,908.40,24801,4020.40
900,568,333,174,49.234423,15.971844,908.50,24802,4544.08
900,569,346,175,49.233942,15.971889,908.50,24803,4692.01
900,570,351,176,49.233462,15.971924,908.30,24804,4762.10
900,571,384,177,49.232980,15.971949,908.10,24805,6282.73
900,572,415,177,49.232500,15.971964,907.80,24806,7864.34
890,573,426,178,49.232018,15.971969,907.50,24807,8318.78
890,574,438,179,49.231537,15.971962,907.10,24808,8781.54
880,575,447,180,49.231055,15.971947,906.90,24809,9134.28
880,576,454,180,49.230573,15.971921,906.40,24810,10128.85
880,577,457,181,49.230092,15.971886,906.00,24811,10632.17
880,578,460,182,49.229610,15.971842,905.50,24812,11140.26
880,579,462,183,49.229128,15.971791,904.90,24813,11486.31
880,580,462,183,49.228648,15.971730,904.40,24814,11332.55
880,581,462,184,49.228167,15.971662,903.90,24815,11641.16
880,582,461,184,49.227687,15.971585,903.50,24816,11315.02
880,583,459,185,49.227207,15.971501,903.00,24817,10931.61
880,584,455,186,49.226726,15.971407,902.60,24818,10517.75
880,585,450,186,49.226247,15.971309,902.30,24819,10320.93
880,586,447,187,49.225768,15.971202,901.80,24820,10708.79
880,587,446,188,49.225290,15.971091,901.30,24821,10546.61
880,588,446,188,49.224810,15.970972,900.50,24822,10214.07
880,589,446,189,49.224330,15.970849,899.80,24823,10340.68
880,590,447,189,49.223852,15.970722,899.10,24824,9929.01
880,591,447,190,49.223371,15.970589,898.60,24825,10475.75
880,592,447,190,49.222892,15.970451,898.00,24826,10079.59
880,593,446,190,49.222412,15.970307,897.40,24827,10031.92
880,594,445,191,49.221932,15.970157,896.90,24828,9992.35
880,595,445,191,49.221455,15.970001,896.30,24829,9957.92
880,596,444,192,49.220976,15.969837,895.90,24830,10197.80
880,597,444,192,49.220500,15.969667,895.50,24831,10093.68
880,598,445,193,49.220025,15.969492,895.10,24832,9854.10
880,599,445,193,49.219552,15.969311,894.80,24833,10619.91
880,600,445,194,49.219080,15.969122,894.60,24834,10249.71
880,601,446,194,49.218610,15.968926,894.40,24835,9679.48
880,602,447,195,49.218142,15.968721,894.10,24836,10322.51
880,603,448,195,49.217675,15.968507,893.90,24837,9964.47
880,604,448,196,49.217212,15.968282,893.70,24838,10826.80
880,605,449,197,49.216750,15.968051,893.30,24839,10043.81
880,606,448,197,49.216290,15.967809,893.10,24840,9915.60
880,607,447,198,49.215833,15.967557,892.80,24841,9498.74
880,608,447,199,49.215378,15.967297,892.50,24842,10629.10
880,609,445,200,49.214925,15.967029,892.20,24843,10250.55
880,610,443,200,49.214475,15.966751,891.80,24844,10466.51
880,611,441,201,49.214025,15.966469,891.30,24845,9888.27
880,612,439,202,49.213577,15.966179,890.80,24846,9853.12
880,613,438,202,49.213130,15.965884,890.20,24847,9058.09
880,614,436,203,49.212685,15.965582,889.60,24848,9482.46
880,615,434,203,49.212240,15.965277,888.80,24849,9634.53
880,616,431,204,49.211795,15.964967,888.00,24850,9088.62
880,617,430,204,49.211351,15.964652,887.30,24851,9005.29
880,618,427,205,49.210908,15.964334,886.40,24852,8719.57
880,619,425,205,49.210465,15.964009,885.60,24853,9167.69
880,620,423,205,49.210025,15.963682,885.10,24854,8364.35
880,621,423,206,49.209585,15.963352,884.50,24855,8678.12
880,622,422,206,49.209147,15.963014,884.00,24856,8809.14
880,623,420,206,49.208710,15.962670,883.80,24857,8403.48
880,624,420,207,49.208277,15.962326,884.00,24858,8459.18
880,625,419,207,49.207848,15.961981,884.20,24859,8751.66
880,626,419,207,49.207423,15.961632,884.10,24860,8811.01
880,627,418,208,49.207003,15.961286,883.50,24861,8259.25
880,628,416,208,49.206588,15.960939,882.20,24862,7979.20
880,629,415,209,49.206180,15.960591,880.30,24863,8757.65
880,630,413,209,49.205776,15.960239,877.90,24864,8537.56
880,631,413,209,49.205378,15.959887,875.10,24865,7836.48
880,632,412,210,49.204985,15.959532,871.90,24866,7723.92
880,633,411,210,49.204600,15.959172,868.20,24867,8062.58
880,634,410,211,49.204220,15.958814,864.00,24868,8423.96
880,635,409,211,49.203842,15.958456,859.60,24869,7697.74
880,636,406,212,49.203468,15.958099,855.30,24870,8062.99
880,637,401,212,49.203097,15.957744,851.10,24871,7399.35
880,638,395,212,49.202730,15.957394,846.80,24872,6848.03
880,639,393,212,49.202365,15.957046,842.30,24873,7374.21
880,640,388,213,49.202002,15.956704,837.90,24874,7007.44
880,641,381,212,49.201642,15.956367,833.80,24875,6918.53
880,642,373,212,49.201283,15.956041,828.70,24876,6371.84
880,643,364,212,49.200925,15.955730,823.10,24877,5470.60
880,644,359,212,49.200565,15.955436,817.20,24878,5715.15
880,645,352,211,49.200203,15.955156,811.30,24879,5461.14
880,646,344,210,49.199845,15.954887,805.10,24880,5295.81
880,647,336,209,49.199490,15.954627,798.30,24881,4801.22
880,648,332,208,49.199138,15.954379,791.30,24882,4593.69
880,649,325,207,49.198790,15.954141,784.30,24883,4694.56
880,650,318,206,49.198447,15.953912,777.60,24884,4543.50
880,651,309,205,49.198107,15.953691,770.50,24885,3965.06
880,652,301,205,49.197772,15.953474,763.80,24886,4057.54
880,653,297,204,49.197442,15.953264,756.60,24887,3818.72
880,654,291,204,49.197115,15.953057,749.50,24888,3727.05
880,655,283,203,49.196795,15.952857,742.50,24889,3536.10
880,656,279,203,49.196478,15.952661,735.70,24890,3216.63
880,657,276,203,49.196168,15.952469,728.80,24891,3182.04
880,658,271,203,49.195862,15.952281,721.70,24892,3236.23
880,659,266,203,49.195560,15.952096,714.30,24893,3083.38
880,660,261,203,49.195262,15.951914,706.90,24894,2983.67
880,661,255,202,49.194968,15.951732,699.40,24895,2891.51
880,662,251,202,49.194677,15.951552,692.00,24896,2953.29
880,663,247,202,49.194390,15.951374,684.40,24897,2787.73
880,664,241,202,49.194105,15.951196,677.20,24898,3006.72
880,665,235,202,49.193821,15.951022,670.50,24899,2615.75
880,666,231,203,49.193538,15.950854,663.70,24900,2686.77
880,667,224,202,49.193257,15.950684,656.70,24901,2769.95
880,668,218,202,49.192973,15.950520,650.20,24902,2564.26
880,669,211,202,49.192688,15.950359,644.70,24903,2350.61
880,670,205,202,49.192403,15.950201,639.40,24904,2342.84
880,671,200,201,49.192118,15.950047,634.20,24905,2453.87
880,672,196,201,49.191830,15.949892,629.20,24906,2355.30
880,673,191,200,49.191543,15.949736,624.00,24907,2425.70
880,674,186,200,49.191257,15.949577,618.90,24908,2374.49
880,675,183,200,49.190970,15.949417,613.90,24909,2395.46
880,676,178,200,49.190682,15.949257,608.80,24910,2488.47
880,677,172,200,49.190393,15.949096,604.00,24911,2200.01
880,678,167,201,49.190105,15.948934,599.40,24912,2245.75
880,679,161,201,49.189816,15.948771,595.30,24913,2118.21
880,680,158,201,49.189527,15.948607,592.50,24914,2035.90
880,681,153,201,49.189237,15.948439,590.30,24915,1864.76
880,682,148,201,49.188943,15.948270,587.80,24916,1825.12
880,683,145,201,49.188651,15.948101,585.00,24917,1757.73
880,684,143,201,49.188357,15.947929,582.20,24918,1706.27
880,685,141,201,49.188063,15.947757,579.80,24919,1708.92
880,686,139,201,49.187768,15.947582,577.30,24920,1721.88
880,687,138,202,49.187473,15.947409,575.40,24921,1704.29
880,688,137,201,49.187177,15.947246,573.50,24922,1710.72
880,689,137,201,49.186873,15.947119,571.50,24923,1642.56
880,690,136,200,49.186555,15.947054,571.20,24924,1554.79
880,691,136,198,49.186233,15.947027,570.70,24925,1645.64
880,692,135,194,49.185913,15.947034,570.10,24926,1519.72
880,693,134,190,49.185593,15.947076,570.10,24927,1633.94
880,694,130,185,49.185270,15.947146,570.80,24928,1636.50
880,695,126,180,49.184953,15.947222,570.70,24929,1655.19
880,696,122,177,49.184635,15.947284,570.50,24930,1686.08
880,697,120,175,49.184320,15.947319,571.00,24931,1668.58
880,698,117,174,49.183992,15.947314,571.20,24932,1653.54
880,699,114,175,49.183665,15.947269,571.40,24933,1676.39
880,700,111,178,49.183357,15.947199,571.60,24934,1781.59
880,701,109,181,49.183063,15.947097,572.30,24935,1736.03
880,702,108,185,49.182772,15.946949,572.50,24936,1829.37
880,703,104,189,49.182493,15.946757,571.40,24937,1894.11
880,704,100,194,49.182235,15.946532,571.10,24938,1886.37
880,705,98,199,49.182000,15.946272,571.00,24939,1942.26
880,706,97,204,49.181762,15.945959,567.70,24940,1891.69
880,707,94,210,49.181555,15.945619,565.70,24941,1797.54
880,708,83,216,49.181372,15.945252,563.70,24942,1848.72
880,709,83,216,49.181210,15.944862,561.10,24943,1732.03
880,710,77,227,49.181070,15.944454,558.90,24944,1693.01
880,711,74,233,49.180951,15.944034,556.70,24945,1638.24
880,712,68,238,49.180853,15.943606,554.50,24946,1662.75
880,713,63,242,49.180777,15.943166,553.30,24947,1419.63
880,714,62,247,49.180720,15.942722,552.40,24948,1508.09
880,715,61,251,49.180678,15.942277,551.40,24949,1457.58
880,716,59,255,49.180650,15.941834,551.10,24950,1361.65
880,717,59,259,49.180630,15.941394,550.40,24951,1237.18
880,718,59,262,49.180616,15.940956,549.40,24952,1227.74
880,719,61,264,49.180615,15.940511,549.10,24953,1258.08
880,720,63,267,49.180622,15.940066,548.90,24954,1216.94
880,721,67,269,49.180635,15.939619,548.80,24955,1242.82
880,722,71,270,49.180655,15.939171,549.10,24956,1390.48
880,723,77,272,49.180678,15.938734,548.70,24957,1519.18
880,724,81,273,49.180708,15.938304,548.10,24958,1601.18
880,725,86,274,49.180738,15.937881,547.60,24959,1598.87
880,726,88,275,49.180767,15.937461,547.20,24960,1754.52
880,727,89,276,49.180797,15.937047,546.70,24961,1856.53
880,728,87,277,49.180827,15.936641,546.40,24962,2035.17
880,729,86,277,49.180860,15.936236,546.00,24963,2399.08
880,730,84,277,49.180898,15.935842,545.60,24964,2597.00
880,731,81,277,49.180950,15.935454,545.70,24965,2854.76
880,732,80,279,49.181015,15.935074,545.30,24966,3094.25
880,733,78,280,49.181095,15.934701,545.00,24967,3268.01
880,734,74,283,49.181185,15.934344,543.90,24968,3373.94
880,735,68,286,49.181286,15.933994,543.10,24969,3265.45
880,736,63,289,49.181407,15.933656,542.90,24970,3085.29
880,737,59,292,49.181540,15.933331,542.90,24971,2777.98
880,738,57,296,49.181693,15.933026,542.80,24972,2453.62
880,739,55,300,49.181858,15.932739,542.80,24973,2040.71
880,740,57,304,49.182037,15.932464,542.60,24974,1762.81
880,741,64,308,49.182225,15.932199,542.60,24975,1528.08
880,742,65,312,49.182430,15.931949,542.60,24976,1456.46
880,743,71,315,49.182651,15.931722,542.80,24977,1384.30
880,744,74,319,49.182878,15.931514,542.70,24978,1370.63
880,745,77,323,49.183112,15.931321,542.20,24979,1357.39
880,746,79,326,49.183352,15.931144,541.70,24980,1276.50
880,747,79,330,49.183597,15.930977,541.20,24981,1209.85
880,748,81,332,49.183835,15.930815,540.50,24982,1324.42
880,749,83,334,49.184077,15.930659,539.90,24983,1311.73
880,750,83,336,49.184317,15.930507,539.30,24984,1374.02
880,751,82,337,49.184562,15.930359,538.90,24985,1364.61
880,752,80,338,49.184812,15.930217,538.30,24986,1461.58
880,753,78,339,49.185062,15.930069,537.90,24987,1582.57
880,754,75,339,49.185298,15.929891,537.80,24988,1674.94
880,755,74,338,49.185515,15.929676,537.20,24989,1761.02
880,756,70,337,49.185718,15.929419,536.90,24990,1834.22
880,757,66,333,49.185920,15.929172,536.50,24991,1914.47
880,758,63,329,49.186123,15.928921,536.30,24992,2016.48
880,759,61,326,49.186288,15.928604,537.10,24993,2248.74
880,760,60,321,49.186425,15.928269,537.00,24994,2169.29
880,761,59,315,49.186555,15.927911,540.40,24995,2211.53
880,762,58,311,49.186647,15.927539,540.30,24996,1944.65
880,763,58,305,49.186677,15.927137,540.30,24997,2033.89
880,764,58,296,49.186688,15.926737,540.20,24998,1864.93
880,765,58,289,49.186677,15.926346,538.60,24999,1818.76
880,766,57,282,49.186668,15.925949,537.90,25000,1606.52
880,767,57,276,49.186632,15.925557,537.50,25001,1523.16
880,768,58,270,49.186600,15.925164,536.90,25002,1526.93
880,769,57,267,49.186546,15.924779,537.10,25003,1635.10
880,770,57,264,49.186483,15.924394,537.10,25004,1577.41
880,771,57,262,49.186408,15.924009,536.90,25005,1491.30
880,772,59,259,49.186342,15.923627,536.90,25006,1468.83
880,773,59,258,49.186275,15.923246,537.20,25007,1327.58
880,774,60,256,49.186211,15.922866,537.60,25008,1275.51
880,775,60,255,49.186152,15.922486,537.50,25009,1224.58
880,776,58,256,49.186098,15.922104,537.40,25010,1231.26
880,777,58,256,49.186058,15.921714,539.10,25011,1095.19
880,778,57,258,49.186030,15.921327,539.80,25012,1079.76
880,779,57,259,49.186011,15.920939,540.40,25013,1073.03
880,780,57,262,49.186002,15.920547,540.70,25014,1036.50
880,781,58,264,49.186000,15.920149,540.80,25015,1140.16
880,782,57,266,49.186010,15.919757,539.90,25016,1069.86
880,783,58,268,49.186025,15.919360,538.90,25017,1052.79
880,784,59,270,49.186048,15.918962,537.60,25018,1068.26
880,785,58,272,49.186075,15.918562,535.90,25019,1143.19
880,786,59,274,49.186107,15.918164,534.70,25020,1111.05
880,787,59,276,49.186142,15.917762,534.30,25021,1185.52
880,788,57,277,49.186178,15.917359,533.60,25022,1098.20
880,789,57,277,49.186213,15.916959,533.10,25023,1141.14
880,790,57,278,49.186250,15.916557,532.80,25024,1234.90
880,791,57,278,49.186285,15.916157,532.40,25025,1282.04
880,792,56,278,49.186305,15.915746,532.10,25026,1214.76
880,793,55,278,49.186321,15.915344,531.10,25027,1110.07
880,794,55,277,49.186338,15.914946,530.40,25028,1191.39
880,795,54,276,49.186342,15.914542,530.00,25029,1157.27
880,796,54,275,49.186332,15.914134,529.90,25030,1147.40
880,797,53,273,49.186330,15.913729,529.60,25031,1129.14
880,798,53,272,49.186288,15.913327,529.40,25032,1183.94
880,799,52,269,49.186256,15.912924,529.20,25033,1186.62
880,800,52,267,49.186223,15.912524,528.90,25034,1125.90
880,801,51,266,49.186188,15.912126,528.70,25035,1153.86
880,802,50,264,49.186152,15.911736,527.80,25036,1126.80
880,803,49,263,49.186113,15.911337,527.60,25037,1086.13
880,804,49,263,49.186075,15.910939,527.70,25038,1039.41
880,805,48,262,49.186030,15.910564,528.00,25039,1056.79
880,806,48,262,49.185990,15.910176,528.50,25040,1014.13
880,807,47,262,49.185970,15.909779,531.90,25041,1071.41
880,808,48,263,49.185950,15.909391,533.80,25042,1085.41
880,809,49,263,49.185940,15.909006,534.90,25043,1058.33
880,810,50,265,49.185945,15.908624,535.40,25044,1120.57
880,811,52,267,49.185952,15.908237,535.90,25045,1066.67
880,812,52,269,49.185968,15.907852,536.50,25046,1072.68
880,813,53,270,49.186005,15.907467,537.10,25047,1084.40
880,814,54,273,49.186048,15.907087,537.80,25048,1078.52
880,815,53,276,49.186093,15.906707,539.30,25049,1088.99
880,816,53,277,49.186138,15.906324,540.40,25050,1011.71
880,817,54,280,49.186187,15.905947,541.00,25051,1045.62
880,818,53,281,49.186238,15.905569,541.90,25052,1012.70
880,819,52,281,49.186290,15.905192,543.10,25053,1017.58
880,820,52,282,49.186333,15.904809,544.70,25054,1008.77
880,821,52,282,49.186366,15.904427,546.00,25055,948.59
880,822,52,281,49.186390,15.904049,546.90,25056,923.93
880,823,51,280,49.186400,15.903659,548.10,25057,932.06
880,824,50,278,49.186402,15.903272,548.70,25058,940.88
880,825,47,276,49.186393,15.902889,549.20,25059,942.70
880,826,47,276,49.186377,15.902509,549.70,25060,910.21
880,827,46,271,49.186365,15.902132,550.30,25061,927.33
880,828,46,270,49.186352,15.901761,550.90,25062,840.14
880,829,46,268,49.186328,15.901384,551.60,25063,864.49
880,830,45,267,49.186282,15.901014,552.10,25064,870.93
880,831,44,265,49.186250,15.900631,555.00,25065,851.54
880,832,44,265,49.186210,15.900256,557.10,25066,930.47
880,833,46,263,49.186157,15.899884,558.90,25067,880.00
880,834,47,262,49.186100,15.899512,560.10,25068,832.47
880,835,49,260,49.186033,15.899144,561.00,25069,964.61
880,836,50,259,49.185908,15.898804,561.80,25070,879.30
880,837,53,255,49.185798,15.898456,562.50,25071,927.64
880,838,55,251,49.185665,15.898110,564.70,25072,857.18
880,839,58,248,49.185528,15.897769,566.00,25073,964.25
880,840,59,244,49.185387,15.897426,567.60,25074,927.54
880,841,62,241,49.185242,15.897079,568.70,25075,984.89
880,842,65,240,49.185095,15.896729,569.70,25076,986.30
880,843,68,239,49.184948,15.896372,570.70,25077,1084.81
880,844,69,238,49.184810,15.896011,571.80,25078,1061.41
880,845,71,239,49.184666,15.895649,572.30,25079,1085.64
880,846,72,239,49.184528,15.895281,572.70,25080,1110.47
880,847,75,240,49.184443,15.894874,574.00,25081,1121.03
880,848,76,242,49.184362,15.894471,574.90,25082,1132.28
880,849,76,245,49.184302,15.894059,575.70,25083,1160.92
880,850,77,249,49.184263,15.893642,575.60,25084,1168.89
880,851,77,253,49.184243,15.893219,575.60,25085,1188.30
880,852,77,259,49.184237,15.892789,575.60,25086,1169.22
880,853,76,262,49.184241,15.892356,575.30,25087,1077.23
880,854,75,266,49.184260,15.891924,574.30,25088,1066.83
880,855,74,269,49.184293,15.891487,574.80,25089,1174.80
880,856,73,272,49.184331,15.891046,575.10,25090,1111.03
880,857,70,274,49.184376,15.890604,574.90,25091,1123.99
880,858,69,277,49.184433,15.890162,574.40,25092,1045.37
880,859,68,279,49.184498,15.889717,575.20,25093,1075.71
880,860,67,280,49.184565,15.889267,575.60,25094,1016.33
880,861,65,281,49.184645,15.888826,576.50,25095,1081.50
880,862,63,283,49.184725,15.888377,577.30,25096,1025.27
880,863,64,284,49.184805,15.887927,578.30,25097,1092.82
880,864,63,285,49.184885,15.887476,580.20,25098,996.34
