line,recs,set,old_Line,old_RECS,UsedAlt_m,Ghead_deg,Lat_deg,Lon_deg,Galt_m,Gtm_sec,Epoch_sec,mereni
360,47,1,360,47,94,180,50.70928900,15.60539000,414.70,28127,1434527327,10.51
360,48,1,360,48,93,178,50.70894500,15.60542000,413.90,28128,1434527328,155.05
360,49,1,360,49,93,177,50.70860100,15.60545500,413.20,28129,1434527329,143.60
360,50,1,360,50,92,176,50.70825500,15.60548800,412.90,28130,1434527330,203.85
360,51,1,360,51,91,177,50.70790800,15.60551800,412.80,28131,1434527331,12.23
360,52,1,360,52,90,177,50.70755900,15.60554100,412.30,28132,1434527332,238.81
360,53,1,360,53,89,177,50.70720800,15.60555900,411.30,28133,1434527333,231.18
360,54,1,360,54,89,178,50.70685600,15.60557000,410.20,28134,1434527334,163.84
360,55,1,360,55,89,179,50.70650400,15.60557600,409.30,28135,1434527335,309.97
360,56,1,360,56,90,179,50.70650400,15.60557600,409.30,28135,1434527335,157.92
360,57,1,360,57,89,179,50.70615200,15.60558000,408.60,28136,1434527336,235.20
360,58,1,360,58,88,180,50.70580100,15.60557800,407.90,28137,1434527337,253.96
360,59,1,360,59,87,181,50.70545200,15.60556500,406.80,28138,1434527338,21.91
360,60,1,360,60,84,182,50.70510400,15.60554300,405.60,28139,1434527339,313.40
360,61,1,360,61,81,182,50.70475800,15.60551500,404.00,28140,1434527340,221.52
360,62,1,360,62,78,183,50.70441500,15.60548300,402.40,28141,1434527341,237.70
360,63,1,360,63,77,183,50.70407400,15.60545000,401.40,28142,1434527342,71.67
360,64,1,360,64,75,183,50.70373500,15.60541600,400.90,28143,1434527343,6.58
360,65,1,360,65,73,184,50.70339800,15.60537300,400.80,28144,1434527344,155.36
360,66,1,360,66,71,185,50.70306300,15.60532200,401.00,28145,1434527345,109.98
360,67,1,360,67,70,186,50.70273000,15.60526800,401.40,28146,1434527346,65.19
360,68,1,360,68,71,186,50.70239800,15.60521000,401.60,28147,1434527347,412.16
360,69,1,360,69,71,186,50.70206800,15.60515000,402.00,28148,1434527348,295.25
360,70,1,360,70,72,186,50.70141100,15.60503500,403.10,28150,1434527350,320.28
360,71,1,360,71,75,186,50.70108200,15.60498000,403.20,28151,1434527351,184.15
360,72,1,360,72,76,186,50.70075400,15.60493200,402.90,28152,1434527352,4.34
360,73,1,360,73,79,186,50.70042400,15.60489300,402.40,28153,1434527353,287.10
360,74,1,360,74,82,185,50.70009400,15.60486200,401.80,28154,1434527354,319.91
360,75,1,360,75,84,184,50.69976500,15.60483300,401.00,28155,1434527355,371.57
360,76,1,360,76,86,183,50.69943700,15.60480600,400.30,28156,1434527356,193.18
360,77,1,360,77,87,183,50.69911000,15.60478300,399.60,28157,1434527357,122.89
360,78,1,360,78,88,183,50.69878300,15.60476400,399.80,28158,1434527358,63.19
360,79,1,360,79,89,182,50.69845800,15.60474900,400.80,28159,1434527359,211.92
360,80,1,360,80,90,182,50.69813300,15.60473300,402.00,28160,1434527360,112.89
360,81,1,360,81,91,182,50.69780900,15.60471500,403.10,28161,1434527361,146.06
360,82,1,360,82,92,182,50.69748500,15.60469700,403.90,28162,1434527362,261.76
360,83,1,360,83,94,182,50.69716100,15.60467700,404.60,28163,1434527363,317.94
360,84,1,360,84,96,182,50.69683800,15.60465400,405.40,28164,1434527364,296.19
360,85,1,360,85,98,182,50.69651600,15.60462900,405.80,28165,1434527365,256.84
360,86,1,360,86,99,183,50.69619200,15.60460200,405.50,28166,1434527366,136.02
360,87,1,360,87,101,183,50.69586900,15.60457000,405.30,28167,1434527367,102.37
360,88,1,360,88,101,183,50.69554700,15.60452900,405.40,28168,1434527368,286.36
360,89,1,360,89,101,184,50.69522500,15.60448600,405.70,28169,1434527369,96.05
360,90,1,360,90,101,185,50.69490300,15.60444000,406.20,28170,1434527370,76.18
360,91,1,360,91,100,185,50.69458100,15.60438900,407.00,28171,1434527371,134.86
360,92,1,360,92,99,185,50.69425800,15.60433900,407.20,28172,1434527372,240.20
360,93,1,360,93,98,186,50.69393500,15.60428600,406.80,28173,1434527373,235.76
360,94,1,360,94,97,186,50.69361300,15.60422900,406.20,28174,1434527374,405.83
360,95,1,360,95,97,186,50.69329000,15.60417100,405.30,28175,1434527375,48.20
360,96,1,360,96,95,186,50.69296600,15.60411600,404.30,28176,1434527376,45.47
360,97,1,360,97,93,186,50.69264100,15.60406300,403.30,28177,1434527377,58.27
360,98,1,360,98,91,186,50.69231500,15.60401300,402.20,28178,1434527378,369.54
360,99,1,360,99,90,186,50.69198900,15.60396800,401.00,28179,1434527379,32.13
360,100,1,360,100,88,185,50.69166100,15.60393200,399.70,28180,1434527380,150.72
360,101,1,360,101,85,184,50.69133300,15.60390800,398.40,28181,1434527381,127.05
360,102,1,360,102,83,183,50.69100500,15.60389500,397.40,28182,1434527382,16.71
360,103,1,360,103,80,182,50.69067800,15.60389400,396.70,28183,1434527383,204.25
360,104,1,360,104,79,179,50.69035000,15.60390300,396.40,28184,1434527384,403.15
360,105,1,360,105,76,179,50.69002300,15.60392300,396.60,28185,1434527385,29.49
360,106,1,360,106,74,178,50.68969700,15.60394400,397.10,28186,1434527386,158.92
360,107,1,360,107,71,178,50.68937200,15.60396200,397.00,28187,1434527387,153.56
360,108,1,360,108,70,178,50.68904600,15.60398300,396.20,28188,1434527388,219.47
360,109,1,360,109,67,178,50.68872200,15.60400700,395.60,28189,1434527389,193.40
360,110,1,360,110,65,177,50.68839800,15.60403000,395.20,28190,1434527390,262.70
360,111,1,360,111,63,178,50.68807700,15.60404900,395.00,28191,1434527391,237.60
360,112,1,360,112,61,178,50.68775800,15.60406300,395.50,28192,1434527392,40.26
360,113,1,360,113,60,178,50.68744200,15.60407300,396.70,28193,1434527393,400.98
360,114,1,360,114,59,179,50.68712800,15.60407700,398.20,28194,1434527394,360.82
360,115,1,360,115,59,179,50.68681400,15.60407000,399.30,28195,1434527395,225.36
360,116,1,360,116,60,180,50.68650100,15.60405700,400.20,28196,1434527396,266.41
360,117,1,360,117,61,182,50.68618800,15.60404500,400.80,28197,1434527397,111.91
360,118,1,360,118,63,181,50.68587600,15.60402900,401.00,28198,1434527398,104.61
360,119,1,360,119,63,182,50.68556500,15.60400900,400.50,28199,1434527399,166.65
360,120,1,360,120,62,182,50.68525200,15.60398300,399.80,28200,1434527400,77.61
360,121,1,360,121,63,183,50.68493900,15.60395000,399.30,28201,1434527401,179.93
360,122,1,360,122,65,184,50.68462800,15.60391300,399.00,28202,1434527402,105.10
360,123,1,360,123,71,184,50.68431900,15.60387400,399.40,28203,1434527403,333.22
360,124,1,360,124,74,184,50.68401100,15.60383600,399.80,28204,1434527404,310.11
360,125,1,360,125,74,184,50.68370400,15.60379500,400.40,28205,1434527405,97.45
360,126,1,360,126,74,185,50.68339800,15.60375400,401.10,28206,1434527406,332.02
360,127,1,360,127,73,185,50.68309400,15.60371400,401.80,28207,1434527407,311.41
360,128,1,360,128,72,185,50.68278800,15.60367100,402.10,28208,1434527408,159.07
360,129,1,360,129,71,185,50.68248300,15.60363000,402.30,28209,1434527409,68.00
360,130,1,360,130,69,185,50.68217700,15.60359300,402.90,28210,1434527410,204.84
360,131,1,360,131,69,184,50.68187300,15.60355600,403.50,28211,1434527411,281.83
360,132,1,360,132,68,184,50.68156800,15.60352000,404.20,28212,1434527412,232.51
360,133,1,360,133,68,184,50.68126300,15.60348300,405.70,28213,1434527413,8.06
360,134,1,360,134,70,184,50.68095900,15.60344600,407.40,28214,1434527414,271.02
360,135,1,360,135,71,184,50.68065400,15.60340800,409.40,28215,1434527415,17.52
360,136,1,360,136,72,185,50.68034900,15.60336800,411.60,28216,1434527416,414.58
360,137,1,360,137,72,185,50.68004400,15.60332700,413.70,28217,1434527417,185.58
360,138,1,360,138,72,185,50.67973800,15.60328900,415.40,28218,1434527418,84.94
360,139,1,360,139,72,185,50.67943100,15.60325400,416.60,28219,1434527419,40.50
360,140,1,360,140,72,184,50.67912400,15.60322100,417.70,28220,1434527420,257.34
360,141,1,360,141,73,184,50.67881600,15.60318900,419.00,28221,1434527421,440.18
360,142,1,360,142,75,184,50.67850800,15.60315700,420.50,28222,1434527422,97.25
360,143,1,360,143,77,184,50.67819800,15.60312400,422.20,28223,1434527423,281.32
360,144,1,360,144,77,184,50.67788900,15.60309400,423.80,28224,1434527424,84.50
360,145,1,360,145,80,184,50.67757800,15.60306700,425.50,28225,1434527425,252.48
360,146,1,360,146,80,183,50.67726300,15.60304100,427.10,28226,1434527426,415.19
360,147,1,360,147,82,183,50.67694600,15.60301300,428.20,28227,1434527427,271.68
360,148,1,360,148,87,183,50.67662500,15.60299000,428.40,28228,1434527428,192.20
360,149,1,360,149,91,183,50.67630200,15.60297100,428.40,28229,1434527429,220.85
360,150,1,360,150,96,182,50.67597500,15.60295300,428.40,28230,1434527430,343.21
360,151,1,360,151,99,182,50.67564500,15.60293200,428.60,28231,1434527431,341.71
360,152,1,360,152,100,182,50.67531300,15.60290900,428.70,28232,1434527432,29.42
360,153,1,360,153,100,183,50.67497900,15.60288700,428.40,28233,1434527433,50.79
360,154,1,360,154,100,182,50.67464300,15.60286400,428.10,28234,1434527434,169.10
360,155,1,360,155,98,183,50.67430400,15.60283900,428.60,28235,1434527435,342.72
360,156,1,360,156,96,183,50.67396400,15.60281400,429.50,28236,1434527436,219.41
360,157,1,360,157,94,183,50.67362100,15.60278400,430.10,28237,1434527437,78.53
360,158,1,360,158,93,183,50.67327500,15.60274600,430.30,28238,1434527438,61.07
360,159,1,360,159,93,184,50.67292700,15.60270600,430.00,28239,1434527439,184.64
360,160,1,360,160,93,184,50.67257800,15.60266800,429.50,28240,1434527440,252.33
360,161,1,360,161,93,184,50.67222700,15.60263300,429.40,28241,1434527441,268.18
360,162,1,360,162,92,184,50.67187800,15.60259700,429.40,28242,1434527442,2.02
360,163,1,360,163,91,184,50.67152800,15.60255700,429.70,28243,1434527443,88.02
360,164,1,360,164,89,184,50.67117800,15.60251400,430.00,28244,1434527444,199.65
360,165,1,360,165,88,184,50.67083100,15.60247000,430.30,28245,1434527445,400.48
360,166,1,360,166,87,185,50.67048400,15.60242800,430.80,28246,1434527446,435.52
360,167,1,360,167,87,185,50.67013800,15.60238900,431.70,28247,1434527447,88.98
360,168,1,360,168,87,184,50.66979300,15.60235400,432.70,28248,1434527448,387.29
360,169,1,360,169,86,184,50.66944900,15.60231500,433.90,28249,1434527449,323.58
360,170,1,360,170,85,184,50.66910700,15.60227500,435.40,28250,1434527450,51.84
360,171,1,360,171,86,184,50.66876600,15.60223400,437.40,28251,1434527451,24.16
360,172,1,360,172,87,184,50.66842600,15.60219200,439.50,28252,1434527452,85.48
360,173,1,360,173,88,184,50.66808600,15.60215000,441.30,28253,1434527453,342.35
360,174,1,360,174,89,184,50.66774600,15.60210700,442.60,28254,1434527454,99.74
360,175,1,360,175,91,184,50.66740500,15.60206000,444.10,28255,1434527455,260.74
360,176,1,360,176,91,185,50.66706400,15.60201800,445.60,28256,1434527456,126.35
360,177,1,360,177,91,185,50.66672100,15.60198400,447.30,28257,1434527457,204.71
360,178,1,360,178,91,184,50.66637700,15.60195400,448.80,28258,1434527458,159.99
360,179,1,360,179,90,183,50.66603300,15.60192900,449.70,28259,1434527459,380.19
360,180,1,360,180,90,183,50.66569000,15.60191000,450.30,28260,1434527460,340.59
360,181,1,360,181,89,182,50.66534600,15.60189300,450.80,28261,1434527461,207.69
360,182,1,360,182,88,182,50.66500300,15.60187600,451.40,28262,1434527462,415.34
360,183,1,360,183,87,182,50.66466100,15.60185900,451.90,28263,1434527463,381.10
360,184,1,360,184,86,182,50.66432300,15.60183800,452.40,28264,1434527464,395.60
360,185,1,360,185,86,182,50.66398700,15.60181700,452.80,28265,1434527465,9.84
360,186,1,360,186,85,182,50.66365100,15.60179600,453.70,28266,1434527466,205.92
360,187,1,360,187,84,182,50.66331800,15.60177500,455.00,28267,1434527467,144.31
360,188,1,360,188,84,182,50.66298600,15.60175300,456.50,28268,1434527468,110.55
360,189,1,360,189,83,182,50.66265600,15.60173200,457.90,28269,1434527469,266.28
360,190,1,360,190,83,182,50.66232500,15.60171300,459.10,28270,1434527470,243.90
360,191,1,360,191,83,182,50.66199600,15.60169400,460.30,28271,1434527471,223.57
360,192,1,360,192,81,182,50.66166700,15.60167600,461.80,28272,1434527472,584.52
360,193,1,360,193,79,182,50.66133800,15.60166100,463.00,28273,1434527473,800.74
360,194,1,360,194,77,182,50.66101100,15.60165000,464.00,28274,1434527474,270.83
360,195,1,360,195,73,181,50.66068500,15.60163800,465.20,28275,1434527475,533.33
360,196,1,360,196,72,181,50.66035900,15.60162600,466.70,28276,1434527476,609.07
360,197,1,360,197,72,181,50.66003400,15.60161400,468.20,28277,1434527477,244.80
360,198,1,360,198,72,182,50.65970900,15.60160500,469.70,28278,1434527478,53.71
360,199,1,360,199,73,181,50.65938600,15.60160000,470.90,28279,1434527479,142.98
360,200,1,360,200,73,181,50.65906400,15.60159800,472.00,28280,1434527480,45.05
360,201,1,360,201,75,181,50.65874100,15.60159700,472.80,28281,1434527481,312.68
360,202,1,360,202,76,180,50.65842000,15.60159500,473.80,28282,1434527482,293.05
360,203,1,360,203,77,180,50.65809800,15.60158900,475.10,28283,1434527483,171.26
360,204,1,360,204,78,181,50.65777700,15.60157400,476.40,28284,1434527484,126.11
360,205,1,360,205,79,181,50.65745500,15.60155300,477.90,28285,1434527485,353.15
360,206,1,360,206,80,182,50.65713300,15.60152700,479.20,28286,1434527486,208.07
360,207,1,360,207,81,182,50.65680900,15.60149200,480.40,28287,1434527487,146.14
360,208,1,360,208,83,183,50.65648400,15.60145000,481.20,28288,1434527488,237.09
360,209,1,360,209,86,184,50.65615700,15.60140700,481.60,28289,1434527489,34.16
360,210,1,360,210,87,185,50.65582700,15.60136600,481.90,28290,1434527490,417.65
360,211,1,360,211,88,184,50.65549500,15.60132400,481.90,28291,1434527491,221.13
360,212,1,360,212,88,184,50.65516000,15.60127800,481.50,28292,1434527492,219.32
360,213,1,360,213,88,185,50.65482300,15.60122800,481.10,28293,1434527493,290.08
360,214,1,360,214,88,185,50.65448700,15.60117800,480.90,28294,1434527494,20.50
360,215,1,360,215,89,185,50.65415000,15.60112700,480.70,28295,1434527495,63.97
360,216,1,360,216,89,185,50.65381200,15.60107400,480.50,28296,1434527496,436.96
360,217,1,360,217,88,186,50.65347300,15.60101900,480.00,28297,1434527497,83.31
360,218,1,360,218,87,186,50.65313300,15.60096500,479.20,28298,1434527498,32.33
350,219,1,350,219,87,186,50.65279000,15.60091400,478.30,28299,1434527499,112.51
330,220,1,330,220,86,186,50.65244500,15.60086800,477.70,28300,1434527500,128.67
330,221,1,330,221,86,185,50.65209900,15.60082800,477.40,28301,1434527501,120.83
330,222,1,330,222,86,185,50.65175100,15.60079300,477.80,28302,1434527502,39.31
330,223,1,330,223,86,185,50.65140200,15.60076200,478.60,28303,1434527503,194.23
330,224,1,330,224,87,183,50.65105200,15.60073000,479.50,28304,1434527504,195.58
330,225,1,330,225,87,183,50.65070100,15.60069700,479.90,28305,1434527505,178.98
330,226,1,330,226,88,183,50.65035000,15.60066600,479.60,28306,1434527506,458.22
330,227,1,330,227,88,183,50.64999700,15.60064500,479.20,28307,1434527507,50.84
330,228,1,330,228,89,183,50.64964400,15.60064200,478.70,28308,1434527508,176.56
330,229,1,330,229,90,181,50.64929000,15.60066300,478.10,28309,1434527509,437.67
330,230,1,330,230,91,179,50.64893700,15.60071700,477.60,28310,1434527510,322.71
330,231,1,330,231,93,176,50.64858700,15.60081400,477.80,28311,1434527511,242.76
330,232,1,330,232,95,172,50.64824100,15.60094700,478.30,28312,1434527512,252.58
330,233,1,330,233,98,168,50.64789900,15.60110000,478.60,28313,1434527513,292.61
330,234,1,330,234,99,165,50.64756200,15.60127200,479.30,28314,1434527514,5.22
330,235,1,330,235,101,163,50.64723000,15.60146000,480.40,28315,1434527515,224.96
330,236,1,330,236,103,161,50.64689900,15.60165300,481.40,28316,1434527516,342.43
330,237,1,330,237,104,160,50.64656800,15.60182900,482.20,28317,1434527517,261.45
330,238,1,330,238,105,161,50.64623500,15.60197500,482.80,28318,1434527518,180.98
330,239,1,330,239,106,163,50.64590100,15.60208500,483.50,28319,1434527519,417.45
330,240,1,330,240,108,171,50.64556600,15.60215600,484.40,28320,1434527520,262.31
330,241,1,330,241,110,171,50.64523300,15.60218300,484.90,28321,1434527521,258.76
330,242,1,330,242,112,175,50.64490400,15.60216500,485.10,28322,1434527522,243.24
330,243,1,330,243,113,180,50.64457900,15.60210000,485.60,28323,1434527523,312.27
330,244,1,330,244,116,185,50.64426300,15.60199200,486.50,28324,1434527524,392.20
330,245,1,330,245,120,190,50.64395900,15.60184100,487.40,28325,1434527525,159.70
330,246,1,330,246,124,195,50.64366800,15.60164400,488.20,28326,1434527526,319.10
330,247,1,330,247,129,201,50.64366800,15.60164400,488.20,28326,1434527526,153.03
330,248,1,330,248,132,211,50.64313200,15.60113600,489.70,28328,1434527528,68.28
330,249,1,330,249,137,211,50.64288900,15.60082800,490.30,28329,1434527529,338.59
330,250,1,330,250,140,216,50.64266800,15.60048600,490.90,28330,1434527530,402.49
330,251,1,330,251,142,222,50.64247200,15.60011000,491.50,28331,1434527531,97.81
330,252,1,330,252,144,227,50.64230400,15.59970700,491.90,28332,1434527532,82.33
330,253,1,330,253,147,234,50.64216700,15.59927900,491.90,28333,1434527533,208.92
330,254,1,330,254,152,240,50.64206600,15.59883200,491.50,28334,1434527534,119.56
330,255,1,330,255,156,247,50.64200400,15.59837300,491.20,28335,1434527535,87.61
330,256,1,330,256,156,254,50.64197400,15.59791000,491.60,28336,1434527536,494.76
330,257,1,330,257,155,261,50.64197800,15.59745100,492.50,28337,1434527537,285.72
330,258,1,330,258,149,267,50.64202000,15.59700700,493.40,28338,1434527538,489.87
330,259,1,330,259,144,274,50.64210300,15.59658700,494.70,28339,1434527539,187.34
330,260,1,330,260,141,283,50.64222000,15.59619900,496.10,28340,1434527540,443.34
330,261,1,330,261,140,300,50.64237000,15.59584400,497.00,28341,1434527541,131.66
330,262,1,330,262,138,300,50.64255200,15.59553400,497.60,28342,1434527542,221.07
330,263,1,330,263,136,308,50.64276300,15.59527700,498.30,28343,1434527543,210.35
330,264,1,330,264,134,318,50.64300000,15.59508000,499.00,28344,1434527544,44.75
330,265,1,330,265,134,327,50.64325600,15.59495000,499.70,28345,1434527545,380.28
330,266,1,330,266,132,337,50.64352600,15.59488200,500.00,28346,1434527546,141.41
330,267,1,330,267,129,347,50.64380400,15.59487800,500.00,28347,1434527547,186.09
330,268,1,330,268,125,355,50.64408200,15.59494000,499.70,28348,1434527548,203.48
330,269,1,330,269,121,4,50.64436000,15.59506000,498.70,28349,1434527549,237.21
330,270,1,330,270,119,12,50.64463800,15.59521800,496.80,28350,1434527550,372.11
330,271,1,330,271,115,18,50.64491800,15.59539900,494.50,28351,1434527551,531.17
330,272,1,330,272,110,21,50.64520200,15.59559500,492.00,28352,1434527552,448.42
330,273,1,330,273,105,23,50.64549300,15.59578700,489.20,28353,1434527553,216.41
330,274,1,330,274,101,23,50.64579300,15.59596600,486.70,28354,1434527554,486.54
330,275,1,330,275,99,21,50.64610100,15.59612300,484.50,28355,1434527555,85.91
330,276,1,330,276,95,19,50.64641400,15.59625600,482.30,28356,1434527556,390.62
330,277,1,330,277,92,16,50.64673200,15.59637500,480.40,28357,1434527557,230.63
330,278,1,330,278,89,16,50.64705400,15.59646800,478.70,28358,1434527558,59.40
330,279,1,330,279,88,12,50.64737900,15.59653400,477.00,28359,1434527559,215.39
330,280,1,330,280,86,8,50.64770700,15.59658700,475.90,28360,1434527560,367.21
330,281,1,330,281,85,6,50.64803800,15.59664000,475.70,28361,1434527561,207.06
330,282,1,330,282,84,6,50.64837000,15.59668600,476.10,28362,1434527562,348.79
330,283,1,330,283,83,5,50.64870600,15.59672100,476.60,28363,1434527563,131.60
330,284,1,330,284,82,4,50.64904300,15.59674500,476.90,28364,1434527564,257.37
330,285,1,330,285,80,3,50.64938000,15.59676000,476.50,28365,1434527565,287.41
330,286,1,330,286,79,2,50.64971800,15.59677600,476.00,28366,1434527566,35.80
330,287,1,330,287,77,2,50.65005300,15.59678700,475.40,28367,1434527567,428.88
330,288,1,330,288,77,1,50.65038800,15.59679100,475.00,28368,1434527568,30.81
330,289,1,330,289,76,1,50.65072200,15.59678900,475.40,28369,1434527569,39.70
330,290,1,330,290,74,0,50.65105500,15.59678300,475.90,28370,1434527570,276.16
330,291,1,330,291,73,360,50.65138700,15.59677300,476.30,28371,1434527571,31.09
330,292,1,330,292,73,359,50.65171600,15.59676300,476.90,28372,1434527572,341.05
330,293,1,330,293,72,359,50.65204400,15.59674500,478.00,28373,1434527573,271.24
330,294,1,330,294,72,358,50.65237000,15.59672400,479.70,28374,1434527574,133.22
330,295,1,330,295,72,358,50.65269500,15.59670600,481.10,28375,1434527575,3.99
330,296,1,330,296,74,358,50.65302100,15.59670100,482.40,28376,1434527576,304.96
330,297,1,330,297,75,359,50.65334600,15.59670900,483.80,28377,1434527577,205.37
330,298,1,330,298,76,0,50.65367200,15.59673200,485.20,28378,1434527578,338.13
330,299,1,330,299,78,2,50.65399600,15.59677200,486.50,28379,1434527579,292.10
330,300,1,330,300,79,4,50.65432300,15.59681700,487.70,28380,1434527580,146.97
330,301,1,330,301,80,5,50.65465200,15.59686100,488.30,28381,1434527581,296.13
330,302,1,330,302,82,5,50.65498500,15.59690600,488.10,28382,1434527582,273.45
330,303,1,330,303,84,5,50.65532100,15.59695100,487.10,28383,1434527583,69.36
330,304,1,330,304,84,5,50.65566000,15.59699500,485.60,28384,1434527584,96.28
330,305,1,330,305,83,5,50.65600200,15.59704300,484.20,28385,1434527585,287.89
330,306,1,330,306,83,5,50.65634500,15.59709100,483.40,28386,1434527586,345.25
330,307,1,330,307,81,5,50.65669000,15.59714100,483.10,28387,1434527587,331.66
330,308,1,330,308,79,5,50.65703300,15.59719400,482.50,28388,1434527588,153.04
330,309,1,330,309,79,5,50.65737600,15.59725100,481.30,28389,1434527589,290.74
330,310,1,330,310,80,6,50.65772000,15.59730400,480.00,28390,1434527590,209.21
330,311,1,330,311,81,6,50.65806400,15.59735200,478.70,28391,1434527591,310.82
330,312,1,330,312,80,5,50.65840900,15.59739400,477.30,28392,1434527592,84.52
330,313,1,330,313,78,5,50.65875600,15.59743300,475.70,28393,1434527593,806.27
330,314,1,330,314,76,4,50.65910300,15.59746800,474.00,28394,1434527594,546.83
330,315,1,330,315,75,4,50.65945100,15.59749500,472.30,28395,1434527595,558.46
330,316,1,330,316,73,3,50.65979800,15.59751200,470.90,28396,1434527596,737.43
330,317,1,330,317,72,2,50.66014200,15.59751800,470.20,28397,1434527597,937.70
330,318,1,330,318,71,1,50.66048200,15.59751500,470.50,28398,1434527598,612.23
330,319,1,330,319,70,360,50.66081900,15.59750500,471.10,28399,1434527599,512.32
330,320,1,330,320,70,359,50.66115500,15.59749300,471.40,28400,1434527600,349.99
330,321,1,330,321,70,359,50.66148900,15.59747600,471.40,28401,1434527601,973.09
330,322,1,330,322,70,358,50.66182300,15.59745700,471.40,28402,1434527602,173.54
330,323,1,330,323,70,358,50.66215800,15.59743900,470.60,28403,1434527603,642.99
330,324,1,330,324,70,358,50.66249200,15.59742000,469.20,28404,1434527604,380.14
330,325,1,330,325,70,358,50.66282500,15.59740100,468.10,28405,1434527605,294.05
330,326,1,330,326,70,358,50.66315900,15.59738100,467.40,28406,1434527606,261.37
330,327,1,330,327,74,358,50.66349400,15.59736400,466.70,28407,1434527607,11.70
330,328,1,330,328,76,358,50.66382800,15.59735900,466.00,28408,1434527608,190.91
